roman_id,titre,auteur,genre,annee,langue,nb_mots,richesse,long_moy_phrase,texte_path
7d30c739-1325-457a-96a1-acbd2da128c2,Jupe courte,Catulle Mendès,nouvelle,2025,français,35496,0.282,18.9,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Jupe courte_clean.txt
196dc687-66a9-4c6f-b87b-ffc465e454f2,A travers Paris,Crafty,roman_satirique,2010,français,4908,0.4313,17.67,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\A travers Paris_clean.txt
9e050bc0-8a37-4a84-94d2-66ee621aa015,"Vie de Benjamin Franklin, écrite par lui-même - Tome 1 Suivie de ses œuvres morales, politiques et littéraires",Benjamin; Castéra Franklin,biographie,2006,français,59872,0.2039,21.31,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Vie de Benjamin Franklin, écrite par lui-même - Tome 1_clean.txt"
c984d120-d00d-46af-a6e6-7225b43e73b8,Ames dormantes,Dora Melegari,roman_philosophique,2016,français,54691,0.1934,27.31,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Ames dormantes_clean.txt
7b3dd075-9b4c-4825-bbd5-3bc9f35ec8a4,Le Legs de 30.000 dollars et autres contes,Mark; Epuy Twain,roman_satirique,2023,français,60517,0.2113,16.19,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Legs de 30.000 dollars et autres contes_clean.txt
1fdc8dfe-a475-4655-9f34-93f249f558a3,Boule de Suif,Guy de Maupassant,nouvelle,2004,français,36274,0.2775,15.32,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Boule de Suif_clean.txt
0f8fb0bd-64f1-4c05-a58f-1f18b2e46a0a,Une Maladie Morale: Le mal du siècle,Paul Charpentier,essai,2013,français,85521,0.1872,21.95,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Une Maladie Morale Le mal du siècle_clean.txt
b3af9d2c-0f26-475a-9c1b-e23771889329,Le Fils de Coralie: Comédie en quatre actes en prose,Albert Delpit,theatre,2013,français,20695,0.2551,5.95,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Fils de Coralie Comédie en quatre actes en prose_clean.txt
5c356620-a225-4938-8a43-305f10b7c786,Cours familier de Littérature - Volume 13,Alphonse de Lamartine,essai,2012,français,62432,0.2268,22.14,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Cours familier de Littérature - Volume 13_clean.txt
38f75e27-95a0-45bb-a9bd-1d4cf9f50933,Le Rêve,Émile Zola,essai,2006,français,66545,0.2138,16.92,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Rêve_clean.txt
521043c4-5fda-4c7b-aa20-07fe537c1d50,En pays lointain,Jack; Postif London,roman_aventures,2026,français,54151,0.2217,15.47,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\En pays lointain_clean.txt
4c181c61-9bc7-4d38-91b7-550c4724d84b,Pierre et Jean,Guy de Maupassant,essai,2004,français,46872,0.2333,16.11,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Pierre et Jean_clean.txt
cf688a5e-0476-408e-a45e-f9862327e1b0,L'Avare,Molière,theatre,2004,français,24928,0.1839,12.4,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Avare_clean.txt
dab8a266-d00a-454b-a871-bf9aef9322e3,Journal de route de Henri Duveyrier,Henri; Maunoir Duveyrier,voyage,2025,français,87093,0.1734,16.36,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Journal de route de Henri Duveyrier_clean.txt
032da431-c2e0-401b-b390-783237bb6c14,Le retour de l'exilé: Drame en cinq actes et huit tableaux,Louis Honoré Fréchette,theatre,2005,français,15071,0.3263,9.04,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le retour de l'exilé Drame en cinq actes et huit tableaux_clean.txt
9717a9b6-41d2-46d1-9dbb-82e225e78e7c,Petit traité des punitions et des récompenses à l'usage des maîtres et des parents,Félix Hément,essai,2012,français,13577,0.3145,20.23,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Petit traité des punitions et des récompenses à l'usage des maîtres et des parents_clean.txt
51ea380b-9da2-4cb3-a413-d7efe30d7e3c,Le Tour du Monde; Dauphiné Journal des voyages et des voyageurs; 2. sem. 1860,Édouard [Editor] Various; Charton,voyage,2008,français,34642,0.2739,17.26,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Tour du Monde; Dauphiné_clean.txt
c8f18afc-67f8-44d2-8368-97f533c58345,Arago et sa vie scientifique,Joseph Bertrand,biographie,2008,français,9788,0.3593,28.07,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Arago et sa vie scientifique_clean.txt
2e8f612c-65a8-44a1-93ee-51b4bd2d2300,Le Calvaire des Femmes,M.-L. (Marie-Louise) Gagneur,essai,2021,français,86270,0.1975,12.18,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Calvaire des Femmes_clean.txt
e48c2df7-21d3-4ba8-8663-c7d167b7ec59,Mes Prisons,Silvio; Reynard Pellico,biographie,2022,français,65417,0.1851,19.06,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Mes Prisons_clean.txt
09e24f33-8472-49ac-bc38-8b02c2f613f8,Socrate et sa femme,Théodore Faullain de Banville,theatre,2006,français,6567,0.4031,7.03,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Socrate et sa femme_clean.txt
d909c568-341f-4f03-a4bd-a1c67d91fb03,"Rapport sur une mission botanique exécutée en 1884 dans le nord, le sud et l'ouest de la Tunisie",A. (Aristide) Letourneux,voyage,2024,français,35715,0.2362,18.47,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Rapport sur une mission botanique exécutée en 1884 dans le nord, le sud et l'ouest de la Tunisie_clean.txt"
20e71a7d-8594-4af1-b2c9-4866b4c1ef9e,"Contes, Tome II",Madame d' (Marie-Catherine) Aulnoy,conte,2006,français,75388,0.1639,26.86,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Contes, Tome II_clean.txt"
daf14a45-8f8e-4b5b-b944-d2ca4d906eed,"Contes populaires de Lorraine, comparés avec les contes des autres provinces de France et des pays étrangers, volume 1 (of 2)",Emmanuel Cosquin,conte,2018,français,168086,0.1229,17.91,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Contes populaires de Lorraine, comparés avec les contes des autres provinces de France et des pays étrangers, volume 1 (_clean.txt"
79521bad-1514-4a98-809d-4d2c21977437,Aventures de Jérôme Bardini,Jean Giraudoux,essai,2026,français,50943,0.2191,19.91,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Aventures de Jérôme Bardini_clean.txt
e6e51f73-66cf-42ca-88ee-a4c06845b9d0,"L'Illustration, No. 3266, 30 Septembre 1905",Various,presse,2011,français,12585,0.3715,20.77,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 3266, 30 Septembre 1905_clean.txt"
ac684279-5d14-4d93-985a-0f8e12168e54,Histoire de la Monarchie de Juillet (Volume 1 / 7),Paul Thureau-Dangin,histoire,2012,français,220879,0.1389,21.21,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire de la Monarchie de Juillet (Volume 1 7)_clean.txt
afd871d1-d0bc-4fc9-bdca-5484d7108b45,Vingt jours en Tunisie,Paul Arène,voyage,2025,français,39180,0.2617,24.26,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Vingt jours en Tunisie_clean.txt
262d8189-7659-4575-a2e7-fbb88de86fb6,"Histoire du Consulat et de l'Empire, (Vol. 10 / 20) faisant suite à l'Histoire de la Révolution Française",Adolphe Thiers,roman_historique,2014,français,140572,0.113,28.14,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire du Consulat et de l'Empire, (Vol. 10 20)_clean.txt"
7825871e-7847-42b6-a6ed-d9aa82115628,Niels Henrik Abel,Magnus Gustaf Mittag-Leffler,biographie,2005,français,17585,0.2634,22.92,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Niels Henrik Abel_clean.txt
0c737aed-0e26-4fe1-812c-b100cc3c1b15,"Le Rhin, Tome II",Victor Hugo,voyage,2013,français,40705,0.2714,18.27,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Rhin, Tome II_clean.txt"
b7b3ea7d-700a-4771-9834-ca2ba536e477,La vie et la mort du roi Richard II,William; Guizot Shakespeare,theatre,2007,français,30279,0.2761,13.54,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La vie et la mort du roi Richard II_clean.txt
c41574d3-a066-4884-90a5-ecea4d07a631,"Souvenirs de Madame Louise-Élisabeth Vigée-Lebrun, Tome second",Louise-Elisabeth Vigée-Lebrun,biographie,2007,français,61551,0.192,22.18,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Souvenirs de Madame Louise-Élisabeth Vigée-Lebrun, Tome second_clean.txt"
227eb252-7b99-4a09-bcba-126837673452,Les petites filles modèles,Sophie Ségur,jeunesse,2011,français,51373,0.1877,12.02,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les petites filles modèles (pg35404)_clean.txt
35f74225-8764-4cfd-b125-215b4957247c,Le Tour du Monde; Voyage d'un naturaliste. Journal des voyages et des voyageurs; 2. sem. 1860,Édouard [Editor] Various; Charton,voyage,2008,français,19167,0.3238,13.11,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Tour du Monde; Voyage d'un naturaliste_clean.txt
19a195ae-d319-4d0f-b005-7e420554f115,Souvenirs d'une actrice (1/3),Louise Fusil,roman_historique,2008,français,47993,0.2266,18.32,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Souvenirs d'une actrice (1 3)_clean.txt
65623b5e-d2f3-4904-8795-3b4c91b1f72a,En flânant de Messine à Cadix,Eugène Montfort,voyage,2025,français,51392,0.2253,19.17,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\En flânant de Messine à Cadix_clean.txt
f222c0ff-69e8-4379-9231-7c80f661d57c,Les cotillons célèbres,Emile Gaboriau,roman_historique,2005,français,70326,0.2038,21.53,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les cotillons célèbres_clean.txt
a1b20e10-9b40-4c73-bb43-56b11aa7eece,"Conséquences du système de cour établi sous François 1er Première livraison contenant l'histoire politique des grands offices de la maison et couronne de France, des dignités de la cour, et particuliè",P.-L. (Pierre-Louis) Roederer,roman_historique,2009,français,30388,0.2388,25.96,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Conséquences du système de cour établi sous François 1er_clean.txt
3bb3fe45-a4e3-46e8-b016-6a09fef3e771,Les voyages de Gulliver,Jonathan; Gavarni Swift,roman_fantastique,2013,français,98608,0.1906,22.05,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\pg42648_clean.txt
de774324-aa2f-45ce-872c-91ea45fea26f,Petite Mère,E. de Pressensé,jeunesse,2008,français,64337,0.1526,14.44,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Petite Mère_clean.txt
f6cf0f17-8309-4f7b-bd16-8d7e1dad7d97,Caprices d'un Bibliophile,Octave Uzanne,roman_amour,2012,français,33526,0.2982,25.98,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Caprices d'un Bibliophile_clean.txt
47e4ff3d-98a5-4bf2-a3f0-7676d16894f7,Le livre de l'émeraude: en Bretagne,André Suarès,voyage,2022,français,70987,0.202,17.09,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le livre de l'émeraude en Bretagne_clean.txt
7498ca1c-ce71-490a-8a76-3664cf4ac530,Histoire du Chevalier d'Iberville (1663-1706),Adam Charles Gustave Desmazures,histoire,2004,français,49621,0.2037,18.31,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire du Chevalier d'Iberville (1663-1706)_clean.txt
4c40417f-3a60-4b01-a1ea-0b1a54bca9bc,Les lois sociologiques,Guillaume de Greef,roman_psychologique,2006,français,36400,0.1902,33.27,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les lois sociologiques_clean.txt
9e3bcb42-43f2-48a4-acbb-469f3846908b,"L'Illustration, No. 0033, 14 Octobre 1843",Various,presse,2012,français,24731,0.3244,18.82,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 0033, 14 Octobre 1843_clean.txt"
09dc0010-08d1-434b-aa6e-893e90f77a28,Mémoires de Mme la Comtesse de Genlis,Stéphanie Félicité Genlis,roman_historique,2022,français,95826,0.1525,25.39,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Mémoires de Mme la Comtesse de Genlis_clean.txt
8254ea43-2065-431c-ad72-6726860a87ac,"Histoire de la Révolution française, Tome 05",Adolphe Thiers,roman_historique,2004,français,89258,0.1768,23.61,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire de la Révolution française, Tome 05_clean.txt"
5b8095dc-55e8-4e85-8300-71f0170bf432,Intentions,Oscar; Grolleau Wilde,biographie,2016,français,67102,0.208,20.27,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Intentions_clean.txt
83dd9041-c9aa-4bb7-9967-0d5c090147c6,"L'Illustration, No. 3734, 26 Septembre 1914",Various,roman_historique,2010,français,10310,0.3855,17.71,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 3734, 26 Septembre 1914_clean.txt"
a2881e86-e60a-414a-9f4d-b927048749b1,"Correspondance, 1812-1876 — Tome 3",George Sand,epistolaire,2004,français,87017,0.1754,17.56,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Correspondance, 1812-1876 — Tome 3_clean.txt"
0ef6e7ad-ff36-490c-b4bb-2aaa51277c6d,"L'Illustration, No. 3691, 22 Novembre 1913",Various,presse,2011,français,16331,0.3752,17.56,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 3691, 22 Novembre 1913_clean.txt"
4af99a4f-d964-44d0-bc1f-77607efb5391,L'Assassinat de la Duchesse de Praslin,Albert; Pasquier Savine,roman_policier,2014,français,58940,0.2079,16.57,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Assassinat de la Duchesse de Praslin_clean.txt
229b78c1-6ece-4851-91f2-9f3228c12cfa,Journaux intimes,Charles Baudelaire,biographie,2004,français,11319,0.3534,11.4,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Journaux intimes_clean.txt
efe78ad4-4550-4425-acb6-4f47122a8882,Dans l'ombre chaude de l'Islam,Isabelle; Barrucand Eberhardt,voyage,2023,français,70082,0.2157,20.61,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Dans l'ombre chaude de l'Islam_clean.txt
dd68d264-ee71-46d8-9dd6-2a4966bf7bab,Journal de la société de 1789 - Nº III,François de; Condorcet Pange,roman_historique,2026,français,9904,0.3252,33.14,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Journal de la société de 1789 - Nº III_clean.txt
4bafeaa2-01fb-47fa-a7ff-07534a23ea47,Histoire de l'Émigration pendant la Révolution Française. Tome 3 Du 18 Brumaire à la Restauration,Ernest Daudet,roman_historique,2014,français,197408,0.1212,24.61,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire de l'Émigration pendant la Révolution Française. Tome 3_clean.txt
05454e63-4d94-416b-a823-95f63b957b64,Voyage des souverains: Inauguration du Canal de Suez,Gustave Nicole,essai,2016,français,6687,0.3897,14.76,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Voyage des souverains Inauguration du Canal de Suez_clean.txt
8429fe2e-8a71-4b95-8567-ba81662dc4b7,"Aventures de Monsieur Pickwick, Vol. II",Charles; Grolier Dickens,roman_satirique,2005,français,147360,0.1508,13.29,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Aventures de Monsieur Pickwick, Vol. II_clean.txt"
ab1349c9-12be-4332-b139-46c77e5cd746,Petits Poèmes d'Automne,Stuart Merrill,poetique,2008,français,5417,0.3395,18.66,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Petits Poèmes d'Automne_clean.txt
19de075b-a12c-4813-a348-7fcb64e96dd8,"Les Cent Jours (1/2) Mémoires pour servir à l'histoire de la vie privée, du retour et du règne de Napoléon en 1815.",Pierre Alexandre Édouard Fleury de Chaboulon,roman_historique,2008,français,88050,0.1903,23.91,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les Cent Jours (1 2)_clean.txt
ee979561-1ec7-4768-a219-ece2cb870f82,La vie littéraire. Deuxième série,Anatole France,essai,2006,français,89506,0.2159,14.88,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La vie littéraire. Deuxième série_clean.txt
c2ae6ac0-73cd-487c-9ee9-2205e8a29384,Le roman de la rose - Tome III,de Lorris; Jean Guillaume,roman_amour,2013,français,84552,0.2434,17.96,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le roman de la rose - Tome III_clean.txt
0a01c412-50c2-40d2-919b-9db3dadd9536,Contes à la brune,Armand Silvestre,nouvelle,2004,français,36192,0.2644,21.87,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Contes à la brune_clean.txt
fccff01f-3717-4195-ba99-627ff2ed749d,"L'Illustration, No. 2521, 20 Juin 1891",Various,presse,2014,français,22561,0.312,17.86,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 2521, 20 Juin 1891_clean.txt"
e959a183-153b-4e1d-a2e0-f44868de93e9,Sais-tu? Oui.--Retiens. Non.--Apprends. Recueil de poésies simples et faciles destinées à servir d'exercices élémentaires de mémoire,Victor Juhlin,poetique,2010,français,29633,0.2914,13.77,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Sais-tu Oui.--Retiens. Non.--Apprends_clean.txt
25b49aba-7754-49a3-8d1e-397e4f8c37ca,Le Tour du Monde; Australie Journal des voyages et des voyageurs; 2. sem. 1860,Édouard [Editor] Various; Charton,voyage,2007,français,11872,0.3745,10.98,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Tour du Monde; Australie_clean.txt
3f74fde5-97ff-48bc-98c8-b7123cd27f2b,L'essayeuse,Pierre Veber,theatre,2024,français,8581,0.3001,8.17,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'essayeuse_clean.txt
20f10a39-89d6-4bd7-8e62-bd73748cb145,Voyage aux montagnes Rocheuses Chez les tribus indiennes du vaste territoire de l'Orégon dépendant des Etats-Unis d'Amérique,Pierre-Jean de Smet,voyage,2019,français,77302,0.177,26.22,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Voyage aux montagnes Rocheuses_clean.txt
f042b111-063e-4907-a4c1-522fea3acc35,"Mémoires touchant la vie et les écrits de Marie de Rabutin-Chantal, (1/6)",C. A. (Charles Athanase) Walckenaer,roman_historique,2015,français,155359,0.1519,13.99,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Mémoires touchant la vie et les écrits de Marie de Rabutin-Chantal, (1 6)_clean.txt"
ee475737-67b5-417b-8149-de9323382bb8,"Emile Zola, Sa Vie—Son Oeuvre",Edmond Lepelletier,biographie,2005,français,135697,0.2104,21.57,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Emile Zola, Sa Vie—Son Oeuvre_clean.txt"
f3e58cb8-ad0c-44a5-94e7-a31356033a48,Histoire du véritable Gribouille,George; Sand Sand,conte,2010,français,19817,0.252,23.99,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire du véritable Gribouille_clean.txt
ac794795-7901-439d-ad42-b19cd9cdcdea,La Duchesse de Châteauroux et ses soeurs,Edmond de; Goncourt Goncourt,roman_historique,2011,français,123817,0.1588,24.36,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La Duchesse de Châteauroux et ses soeurs_clean.txt
3636fd3f-3cb1-4c3b-b0ae-b861d6511467,"L'Illustration, No. 3231, 28 Janvier 1905",Various,presse,2010,français,10322,0.4165,15.29,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 3231, 28 Janvier 1905_clean.txt"
1f712abf-9bce-41fd-acad-ced597b0d50e,"Histoire de la Révolution française, Tome 06",Adolphe Thiers,roman_historique,2004,français,85232,0.178,22.7,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire de la Révolution française, Tome 06_clean.txt"
16adb151-e1e3-4a37-b271-39dbba7111f4,Madame Bovary,Gustave Flaubert,essai,2004,français,118900,0.176,16.22,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Madame Bovary_clean.txt
d8fc8f23-1fbb-4653-854d-327465f03f9d,"L'Illustration, No. 3261, 26 Août 1905",Various,presse,2011,français,11517,0.394,16.64,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 3261, 26 Août 1905_clean.txt"
1fd2a364-03c9-428e-804e-ff80d2e29b8e,Les miens,Auguste Gilbert de Voisins,essai,2023,français,57497,0.2171,17.37,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les miens_clean.txt
50691a78-7e57-4029-8a4a-0069b99f1fb4,Les grandes chroniques de France (3/6) selon que elles sont conservées en l'Eglise de Saint-Denis,Paulin [Editor] Paris,roman_historique,2011,français,127965,0.1614,21.4,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les grandes chroniques de France (3 6)_clean.txt
0838b538-c073-44c3-8a5d-8a575498c6d7,"Histoire du Consulat et de l'Empire, (Vol. 13 / 20) faisant suite à l'Histoire de la Révolution Française",Adolphe Thiers,roman_historique,2020,français,164565,0.1229,28.9,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire du Consulat et de l'Empire, (Vol. 13 20)_clean.txt"
3d930b04-4e70-483f-8988-31a65a06210b,Les chasseurs de chevelures,Mayne; Bureau Reid,jeunesse,2004,français,123979,0.1701,13.47,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les chasseurs de chevelures_clean.txt
6b031cb3-437b-4ed4-95e4-e8a5995c2aba,Voyage dans le nord du Brésil fait durant les années 1613 et 1614,d'Evreux?; Denis Yves,voyage,2022,français,161490,0.1553,26.07,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Voyage dans le nord du Brésil fait durant les années 1613 et 1614_clean.txt
53472cad-abfd-4d97-8ec2-b7cd56db9846,"L'Illustration, No. 1584, 5 Juillet 1873",Various,presse,2014,français,15140,0.3658,16.88,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 1584, 5 Juillet 1873_clean.txt"
9356803e-c31c-4553-bca9-b186a931996d,Un coeur simple,Gustave Flaubert,essai,2008,français,11302,0.3691,15.86,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Un coeur simple_clean.txt
07f9b16b-6616-48fe-b9ca-022dcfabd439,La marchande de petits pains pour les canards,René Boylesve,nouvelle,2020,français,52520,0.2471,14.35,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La marchande de petits pains pour les canards_clean.txt
15168c7b-2fa5-44ac-bf7d-82456ac31a97,Voyage dans le Soudan occidental (Sénégambie-Niger),E. (Eugène) Mage,voyage,2025,français,238557,0.0952,23.03,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Voyage dans le Soudan occidental (Sénégambie-Niger)_clean.txt
2fc45048-ded7-4b67-9c55-80ab241660d8,La fleur d'or,Arthur Gobineau,histoire,2023,français,22197,0.2964,26.65,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La fleur d'or_clean.txt
9df1db22-b7af-4878-a445-ffd1b17e45a3,Le déséquilibre du monde,Gustave Le Bon,essai,2025,français,62711,0.1785,21.13,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le déséquilibre du monde_clean.txt
de512a46-afe8-4af2-86ce-fb292ea730be,"L'Illustration, No. 3654, 8 Mars 1913",Various,presse,2011,français,17766,0.3583,17.5,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 3654, 8 Mars 1913_clean.txt"
991dfe8c-6d20-4770-837f-843954111b54,"Histoire du Consulat et de l'Empire, (Vol. 08 / 20) faisant suite à l'Histoire de la Révolution Française",Adolphe Thiers,roman_historique,2013,français,195626,0.1175,27.0,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire du Consulat et de l'Empire, (Vol. 08 20)_clean.txt"
f98b16fe-6b15-4f48-87d2-f21d9f7aa074,"Mémoires d'une contemporaine. Tome 8 Souvenirs d'une femme sur les principaux personnages de la République, du Consulat, de l'Empire, etc...",Ida Saint-Elme,histoire,2010,français,82023,0.191,15.31,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Mémoires d'une contemporaine. Tome 8_clean.txt
0a5c08c5-7dde-4079-b289-ac70cad2a400,Au Pays des Moines (Noli me Tangere),José; Lucas Rizal,roman_historique,2009,français,148902,0.181,14.09,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Au Pays des Moines (Noli me Tangere)_clean.txt
b5a006f9-96a3-4e2f-80c1-9ae25058ba93,Légendes Normandes,Gaston Lavalley,nouvelle,2004,français,49703,0.2218,11.86,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Légendes Normandes_clean.txt
e8213a90-55e9-4853-9f4f-f1d7cd600e48,Notes d'un voyage en Corse,Prosper Mérimée,voyage,2025,français,34740,0.2546,20.34,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Notes d'un voyage en Corse_clean.txt
682b5664-a02c-4af4-8867-25b8d89ec15d,Le songe doré de la pucelle,Anonymous,poetique,2007,français,3166,0.379,90.6,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le songe doré de la pucelle_clean.txt
c5049219-176b-4d48-a93f-5e9b0d9fd73b,Mémoires de l'Impératrice Catherine II. Écrits par elle-même,Empress of Russia Catherine II,biographie,2014,français,97479,0.1284,28.02,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Mémoires de l'Impératrice Catherine II_clean.txt
97b90228-1f04-44ad-ab97-6843404b643b,Le nain noir,Walter; Defauconpret Scott,roman_historique,2005,français,48698,0.2214,18.31,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le nain noir_clean.txt
a0dde8d5-7ff3-40f9-83a4-e26d1fb2066c,Dominique,Eugène Fromentin,roman_amour,2010,français,75451,0.2006,20.26,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Dominique_clean.txt
11125b41-c5d3-4a92-aed4-f08b0ed5123e,Le château de La Belle-au-bois-dormant,Pierre Loti,essai,2005,français,35853,0.2811,28.47,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le château de La Belle-au-bois-dormant_clean.txt
1cdd1ee4-6ed2-46b9-a056-5640677e1eba,Couleurs. Contes nouveaux; suivis de Choses anciennes,Remy de Gourmont,nouvelle,2020,français,25883,0.2997,9.92,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Couleurs. Contes nouveaux; suivis de Choses anciennes_clean.txt
15a8eff5-d338-4482-b28d-66fb36631ea6,"Correspondance Diplomatique de Bertrand de Salignac de La Mothe Fénélon, Tome Troisième",Bertrand de Salignac,histoire,2012,français,150913,0.0991,51.28,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Correspondance Diplomatique de Bertrand de Salignac de La Mothe Fénélon, Tome Troisième_clean.txt"
